rho,source,destination,count
0.9,2,41,703
0.9,2,42,915
0.9,2,43,1177
0.9,2,44,2188
0.9,2,45,1846
0.9,3,1,422
0.9,3,2,1400
0.9,3,3,1909
0.9,3,4,614
0.9,3,5,1091
0.9,3,6,274
0.9,3,7,100
0.9,3,8,593
0.9,3,9,401
0.9,3,10,223
0.9,3,11,208
0.9,3,12,67
0.9,3,13,135
0.9,3,14,283
0.9,3,15,192
0.9,3,16,165
0.9,3,17,190
0.9,3,18,184
0.9,3,19,683
0.9,3,20,331
0.9,3,21,208
0.9,3,22,119
0.9,3,23,231
0.9,3,24,218
0.9,3,25,432
0.9,3,26,254
0.9,3,27,106
0.9,3,28,388
0.9,3,29,59
0.9,3,30,241
0.9,3,31,189
0.9,3,32,426
0.9,3,33,111
0.9,3,34,200
0.9,3,35,111
0.9,3,36,73
0.9,3,37,132
0.9,3,38,96
0.9,3,39,170
0.9,3,40,190
0.9,3,41,441
0.9,3,42,722
0.9,3,43,1428
0.9,3,44,980
0.9,3,45,413
0.9,4,1,989
0.9,4,2,1880
0.9,4,3,1156
0.9,4,4,8752
0.9,4,5,4583
0.9,4,6,2094
0.9,4,7,341
0.9,4,8,1345
0.9,4,9,1060
0.9,4,10,944
0.9,4,11,887
0.9,4,12,277
0.9,4,13,659
0.9,4,14,3251
0.9,4,15,915
0.9,4,16,1594
0.9,4,17,1281
0.9,4,18,464
0.9,4,19,2651
0.9,4,20,877
0.9,4,21,1786
0.9,4,22,659
0.9,4,23,845
0.9,4,24,926
0.9,4,25,2278
0.9,4,26,497
0.9,4,27,169
0.9,4,28,1084
0.9,4,29,187
0.9,4,30,802
0.9,4,31,546
0.9,4,32,2269
0.9,4,33,555
0.9,4,34,951
0.9,4,35,391
0.9,4,36,378
0.9,4,37,453
0.9,4,38,349
0.9,4,39,649
0.9,4,40,520
0.9,4,41,1483
0.9,4,42,1813
0.9,4,43,1379
0.9,4,44,1035
0.9,4,45,628
0.9,5,1,1038
0.9,5,2,1717
0.9,5,3,1241
0.9,5,4,2815
0.9,5,5,4356
0.9,5,6,955
0.9,5,7,271
0.9,5,8,999
0.9,5,9,878
0.9,5,10,429
0.9,5,11,441
0.9,5,12,152
0.9,5,13,268
0.9,5,14,911
0.9,5,15,405
0.9,5,16,432
0.9,5,17,444
0.9,5,18,269
0.9,5,19,1401
0.9,5,20,529
0.9,5,21,590
0.9,5,22,302
0.9,5,23,429
0.9,5,24,374
0.9,5,25,924
0.9,5,26,340
0.9,5,27,139
0.9,5,28,733
0.9,5,29,100
0.9,5,30,519
0.9,5,31,444
0.9,5,32,1469
0.9,5,33,276
0.9,5,34,464
0.9,5,35,206
0.9,5,36,209
0.9,5,37,254
0.9,5,38,155
0.9,5,39,286
0.9,5,40,302
0.9,5,41,771
0.9,5,42,1034
0.9,5,43,1075
0.9,5,44,838
0.9,5,45,523
0.9,6,1,602
0.9,6,2,617
0.9,6,3,382
0.9,6,4,1272
0.9,6,5,1065
0.9,6,6,3373
0.9,6,7,207
0.9,6,8,724
0.9,6,9,557
0.9,6,10,442
0.9,6,11,541
0.9,6,12,133
0.9,6,13,335
0.9,6,14,919
0.9,6,15,575
0.9,6,16,292
0.9,6,17,441
0.9,6,18,160
0.9,6,19,529
0.9,6,20,204
0.9,6,21,1356
0.9,6,22,654
0.9,6,23,267
0.9,6,24,481
0.9,6,25,849
0.9,6,26,278
0.9,6,27,116
0.9,6,28,637
0.9,6,29,111
0.9,6,30,479
0.9,6,31,382
0.9,6,32,2332
0.9,6,33,746
0.9,6,34,789
0.9,6,35,305
0.9,6,36,218
0.9,6,37,352
0.9,6,38,212
0.9,6,39,306
0.9,6,40,269
0.9,6,41,541
0.9,6,42,496
0.9,6,43,415
0.9,6,44,394
0.9,6,45,287
0.9,7,1,400
0.9,7,2,448
0.9,7,3,152
0.9,7,4,246
0.9,7,5,333
0.9,7,6,240
0.9,7,7,1365
0.9,7,8,1457
0.9,7,9,1033
0.9,7,10,130
0.9,7,11,176
0.9,7,12,48
0.9,7,13,88
0.9,7,14,145
0.9,7,15,106
0.9,7,16,53
0.9,7,17,79
0.9,7,18,57
0.9,7,19,175
0.9,7,20,59
0.9,7,21,140
0.9,7,22,99
0.9,7,23,86
0.9,7,24,125
0.9,7,25,209
0.9,7,26,332
0.9,7,27,144
0.9,7,28,1264
0.9,7,29,183
0.9,7,30,1398
0.9,7,31,766
0.9,7,32,556
0.9,7,33,105
0.9,7,34,171
0.9,7,35,97
0.9,7,36,90
0.9,7,37,123
0.9,7,38,72
0.9,7,39,79
0.9,7,40,100
0.9,7,41,199
0.9,7,42,205
0.9,7,43,201
0.9,7,44,306
0.9,7,45,289
0.9,8,1,2336
0.9,8,2,4607
0.9,8,3,1381
0.9,8,4,1857
0.9,8,5,2242
0.9,8,6,1188
0.9,8,7,2317
0.9,8,8,43726
0.9,8,9,7235
0.9,8,10,1048
0.9,8,11,1196
0.9,8,12,361
0.9,8,13,725
0.9,8,14,1780
0.9,8,15,792
0.9,8,16,461
0.9,8,17,747
0.9,8,18,535
0.9,8,19,1249
0.9,8,20,647
0.9,8,21,939
0.9,8,22,624
0.9,8,23,698
0.9,8,24,898
0.9,8,25,1852
0.9,8,26,7901
0.9,8,27,2300
0.9,8,28,14198
0.9,8,29,719
0.9,8,30,4526
0.9,8,31,1923
0.9,8,32,2711
0.9,8,33,587
0.9,8,34,1112
0.9,8,35,595
0.9,8,36,616
0.9,8,37,751
0.9,8,38,443
0.9,8,39,828
0.9,8,40,736
0.9,8,41,1807
0.9,8,42,1813
0.9,8,43,1877
0.9,8,44,3338
0.9,8,45,4560
0.9,9,1,1688
0.9,9,2,1984
0.9,9,3,527
0.9,9,4,685
0.9,9,5,986
0.9,9,6,552
0.9,9,7,846
0.9,9,8,3624
0.9,9,9,5063
0.9,9,10,359
0.9,9,11,372
0.9,9,12,117
0.9,9,13,198
0.9,9,14,410
0.9,9,15,261
0.9,9,16,150
0.9,9,17,261
0.9,9,18,161
0.9,9,19,407
0.9,9,20,194
0.9,9,21,342
0.9,9,22,240
0.9,9,23,257
0.9,9,24,287
0.9,9,25,545
0.9,9,26,821
0.9,9,27,292
0.9,9,28,1760
0.9,9,29,194
0.9,9,30,1167
0.9,9,31,1160
0.9,9,32,1177
0.9,9,33,222
0.9,9,34,362
0.9,9,35,160
0.9,9,36,169
0.9,9,37,206
0.9,9,38,129
0.9,9,39,235
0.9,9,40,246
0.9,9,41,560
0.9,9,42,526
0.9,9,43,594
0.9,9,44,924
0.9,9,45,1005
0.9,10,1,300
0.9,10,2,509
0.9,10,3,273
0.9,10,4,669
0.9,10,5,514
0.9,10,6,554
0.9,10,7,144
0.9,10,8,577
0.9,10,9,378
0.9,10,10,9400
0.9,10,11,3543
0.9,10,12,1780
0.9,10,13,2043
0.9,10,14,924
0.9,10,15,1485
0.9,10,16,303
0.9,10,17,821
0.9,10,18,319
0.9,10,19,596
0.9,10,20,280
0.9,10,21,642
0.9,10,22,568
0.9,10,23,665
0.9,10,24,4257
0.9,10,25,3247
0.9,10,26,273
0.9,10,27,110
0.9,10,28,610
0.9,10,29,102
0.9,10,30,351
0.9,10,31,209
0.9,10,32,708
0.9,10,33,372
0.9,10,34,1489
0.9,10,35,895
0.9,10,36,849
0.9,10,37,1317
0.9,10,38,2013
0.9,10,39,2352
0.9,10,40,1289
0.9,10,41,1881
0.9,10,42,896
0.9,10,43,493
0.9,10,44,414
0.9,10,45,279
0.9,11,1,212
0.9,11,2,409
0.9,11,3,235
0.9,11,4,545
0.9,11,5,428
0.9,11,6,440
0.9,11,7,149
0.9,11,8,536
0.9,11,9,345
0.9,11,10,2737
0.9,11,11,9723
0.9,11,12,1613
0.9,11,13,1921
0.9,11,14,690
0.9,11,15,1137
0.9,11,16,212
0.9,11,17,546
0.9,11,18,197
0.9,11,19,411
0.9,11,20,171
0.9,11,21,561
0.9,11,22,588
0.9,11,23,388
0.9,11,24,1328
0.9,11,25,1495
0.9,11,26,281
0.9,11,27,111
0.9,11,28,505
0.9,11,29,95
0.9,11,30,357
0.9,11,31,188
0.9,11,32,610
0.9,11,33,419
0.9,11,34,2073
0.9,11,35,1891
0.9,11,36,1909
0.9,11,37,2352
0.9,11,38,938
0.9,11,39,989
0.9,11,40,673
0.9,11,41,1044
0.9,11,42,588
0.9,11,43,347
0.9,11,44,365
0.9,11,45,213
0.9,12,1,69
0.9,12,2,116
0.9,12,3,76
0.9,12,4,132
0.9,12,5,124
0.9,12,6,148
0.9,12,7,52
0.9,12,8,147
0.9,12,9,91
0.9,12,10,1219
0.9,12,11,1539
0.9,12,12,1624
0.9,12,13,325
0.9,12,14,127
0.9,12,15,255
0.9,12,16,59
0.9,12,17,146
0.9,12,18,80
0.9,12,19,133
0.9,12,20,46
0.9,12,21,165
0.9,12,22,133
0.9,12,23,132
0.9,12,24,532
0.9,12,25,477
0.9,12,26,51
0.9,12,27,36
0.9,12,28,161
0.9,12,29,33
0.9,12,30,103
0.9,12,31,56
0.9,12,32,166
0.9,12,33,117
0.9,12,34,360
0.9,12,35,271
0.9,12,36,346
0.9,12,37,871
0.9,12,38,772
0.9,12,39,460
0.9,12,40,306
0.9,12,41,383
0.9,12,42,192
0.9,12,43,96
0.9,12,44,106
0.9,12,45,64
0.9,13,1,227
0.9,13,2,421
0.9,13,3,218
0.9,13,4,731
0.9,13,5,531
0.9,13,6,503
0.9,13,7,146
0.9,13,8,533
0.9,13,9,334
0.9,13,10,2697
0.9,13,11,3231
0.9,13,12,569
0.9,13,13,6679
0.9,13,14,1378
0.9,13,15,3071
0.9,13,16,291
0.9,13,17,799
0.9,13,18,209
0.9,13,19,498
0.9,13,20,222
0.9,13,21,759
0.9,13,22,771
0.9,13,23,436
0.9,13,24,2092
0.9,13,25,2094
0.9,13,26,186
0.9,13,27,90
0.9,13,28,503
0.9,13,29,74
0.9,13,30,341
0.9,13,31,150
0.9,13,32,745
0.9,13,33,425
0.9,13,34,2975
0.9,13,35,1040
0.9,13,36,825
0.9,13,37,691
0.9,13,38,459
0.9,13,39,863
0.9,13,40,533
0.9,13,41,988
0.9,13,42,706
0.9,13,43,371
0.9,13,44,330
0.9,13,45,198
0.9,14,1,2826
0.9,14,2,6185
0.9,14,3,3459
0.9,14,4,23170
0.9,14,5,10378
0.9,14,6,7924
0.9,14,7,1295
0.9,14,8,7546
0.9,14,9,4134
0.9,14,10,8856
0.9,14,11,7589
0.9,14,12,1649
0.9,14,13,9376
0.9,14,14,31939
0.9,14,15,10993
0.9,14,16,13764
0.9,14,17,22721
0.9,14,18,2219
0.9,14,19,10419
0.9,14,20,4764
0.9,14,21,19162
0.9,14,22,5105
0.9,14,23,5248
0.9,14,24,7962
0.9,14,25,23657
0.9,14,26,1765
0.9,14,27,892
0.9,14,28,4973
0.9,14,29,873
0.9,14,30,3449
0.9,14,31,1901
0.9,14,32,9611
0.9,14,33,3205
0.9,14,34,9482
0.9,14,35,2846
0.9,14,36,2801
0.9,14,37,2332
0.9,14,38,1862
0.9,14,39,4803
0.9,14,40,3220
0.9,14,41,9651
0.9,14,42,10652
0.9,14,43,5694
0.9,14,44,4200
0.9,14,45,2388
0.9,15,1,262
0.9,15,2,463
0.9,15,3,289
0.9,15,4,721
0.9,15,5,580
0.9,15,6,675
0.9,15,7,133
0.9,15,8,556
0.9,15,9,329
0.9,15,10,1699
0.9,15,11,1634
0.9,15,12,437
0.9,15,13,2256
0.9,15,14,1405
0.9,15,15,4499
0.9,15,16,365
0.9,15,17,1229
0.9,15,18,252
0.9,15,19,588
0.9,15,20,239
0.9,15,21,1337
0.9,15,22,1080
0.9,15,23,499
0.9,15,24,1796
0.9,15,25,2395
0.9,15,26,238
0.9,15,27,84
0.9,15,28,458
0.9,15,29,81
0.9,15,30,343
0.9,15,31,183
0.9,15,32,756
0.9,15,33,569
0.9,15,34,2168
0.9,15,35,686
0.9,15,36,528
0.9,15,37,637
0.9,15,38,421
0.9,15,39,646
0.9,15,40,474
0.9,15,41,1004
0.9,15,42,652
0.9,15,43,438
0.9,15,44,308
0.9,15,45,232
0.9,16,1,147
0.9,16,2,313
0.9,16,3,209
0.9,16,4,1139
0.9,16,5,526
0.9,16,6,334
0.9,16,7,74
0.9,16,8,291
0.9,16,9,196
0.9,16,10,269
0.9,16,11,253
0.9,16,12,75
0.9,16,13,165
0.9,16,14,1231
0.9,16,15,290
0.9,16,16,864
0.9,16,17,636
0.9,16,18,136
0.9,16,19,898
0.9,16,20,225
0.9,16,21,397
0.9,16,22,178
0.9,16,23,360
0.9,16,24,285
0.9,16,25,868
0.9,16,26,108
0.9,16,27,43
0.9,16,28,186
0.9,16,29,36
0.9,16,30,146
0.9,16,31,106
0.9,16,32,357
0.9,16,33,110
0.9,16,34,238
0.9,16,35,111
0.9,16,36,120
0.9,16,37,135
0.9,16,38,97
0.9,16,39,194
0.9,16,40,176
0.9,16,41,462
0.9,16,42,538
0.9,16,43,321
0.9,16,44,204
0.9,16,45,119
0.9,17,1,228
0.9,17,2,409
0.9,17,3,266
0.9,17,4,1007
0.9,17,5,620
0.9,17,6,482
0.9,17,7,113
0.9,17,8,416
0.9,17,9,281
0.9,17,10,863
0.9,17,11,607
0.9,17,12,187
0.9,17,13,551
0.9,17,14,2411
0.9,17,15,1145
0.9,17,16,666
0.9,17,17,2731
0.9,17,18,230
0.9,17,19,874
0.9,17,20,271
0.9,17,21,874
0.9,17,22,402
0.9,17,23,650
0.9,17,24,1063
0.9,17,25,2933
0.9,17,26,168
0.9,17,27,67
0.9,17,28,332
0.9,17,29,58
0.9,17,30,258
0.9,17,31,143
0.9,17,32,492
0.9,17,33,261
0.9,17,34,653
0.9,17,35,247
0.9,17,36,231
0.9,17,37,297
0.9,17,38,266
0.9,17,39,469
0.9,17,40,355
0.9,17,41,909
0.9,17,42,753
0.9,17,43,409
0.9,17,44,336
0.9,17,45,170
0.9,18,1,158
0.9,18,2,301
0.9,18,3,266
0.9,18,4,360
0.9,18,5,346
0.9,18,6,206
0.9,18,7,70
0.9,18,8,280
0.9,18,9,171
0.9,18,10,329
0.9,18,11,265
0.9,18,12,115
0.9,18,13,144
0.9,18,14,274
0.9,18,15,210
0.9,18,16,168
0.9,18,17,262
0.9,18,18,1675
0.9,18,19,533
0.9,18,20,389
0.9,18,21,187
0.9,18,22,135
0.9,18,23,797
0.9,18,24,357
0.9,18,25,900
0.9,18,26,136
0.9,18,27,54
0.9,18,28,262
0.9,18,29,39
0.9,18,30,158
0.9,18,31,91
0.9,18,32,296
0.9,18,33,118
0.9,18,34,209
0.9,18,35,112
0.9,18,36,117
0.9,18,37,186
0.9,18,38,157
0.9,18,39,308
0.9,18,40,371
0.9,18,41,1814
0.9,18,42,2185
0.9,18,43,634
0.9,18,44,321
0.9,18,45,168
0.9,19,1,394
0.9,19,2,1050
0.9,19,3,998
0.9,19,4,2065
0.9,19,5,1709
0.9,19,6,619
0.9,19,7,178
0.9,19,8,739
0.9,19,9,461
0.9,19,10,661
0.9,19,11,588
0.9,19,12,173
0.9,19,13,376
0.9,19,14,1196
0.9,19,15,519
0.9,19,16,963
0.9,19,17,905
0.9,19,18,508
0.9,19,19,4149
0.9,19,20,1361
0.9,19,21,645
0.9,19,22,285
0.9,19,23,1046
0.9,19,24,653
0.9,19,25,1885
0.9,19,26,292
0.9,19,27,119
0.9,19,28,566
0.9,19,29,83
0.9,19,30,393
0.9,19,31,252
0.9,19,32,757
0.9,19,33,287
0.9,19,34,445
0.9,19,35,234
0.9,19,36,201
0.9,19,37,326
0.9,19,38,246
0.9,19,39,497
0.9,19,40,467
0.9,19,41,1380
0.9,19,42,2310
0.9,19,43,1483
0.9,19,44,721
0.9,19,45,433
0.9,20,1,226
0.9,20,2,519
0.9,20,3,512
0.9,20,4,734
0.9,20,5,697
0.9,20,6,270
0.9,20,7,91
0.9,20,8,392
0.9,20,9,262
0.9,20,10,304
0.9,20,11,261
0.9,20,12,89
0.9,20,13,172
0.9,20,14,564
0.9,20,15,249
0.9,20,16,262
0.9,20,17,337
0.9,20,18,460
0.9,20,19,1497
0.9,20,20,1787
0.9,20,21,255
0.9,20,22,153
0.9,20,23,573
0.9,20,24,311
0.9,20,25,845
0.9,20,26,150
0.9,20,27,84
0.9,20,28,277
0.9,20,29,46
0.9,20,30,185
0.9,20,31,122
0.9,20,32,324
0.9,20,33,113
0.9,20,34,244
0.9,20,35,140
0.9,20,36,138
0.9,20,37,165
0.9,20,38,127
0.9,20,39,277
0.9,20,40,231
0.9,20,41,906
0.9,20,42,2248
0.9,20,43,1252
0.9,20,44,457
0.9,20,45,212
0.9,21,1,336
0.9,21,2,416
0.9,21,3,250
0.9,21,4,1135
0.9,21,5,685
0.9,21,6,1252
0.9,21,7,122
0.9,21,8,495
0.9,21,9,302
0.9,21,10,596
0.9,21,11,647
0.9,21,12,177
0.9,21,13,545
0.9,21,14,1951
0.9,21,15,1095
0.9,21,16,384
0.9,21,17,722
0.9,21,18,170
0.9,21,19,539
0.9,21,20,211
0.9,21,21,2602
0.9,21,22,1019
0.9,21,23,308
0.9,21,24,592
0.9,21,25,1089
0.9,21,26,190
0.9,21,27,72
0.9,21,28,441
0.9,21,29,74
0.9,21,30,323
0.9,21,31,191
0.9,21,32,958
0.9,21,33,552
0.9,21,34,979
0.9,21,35,303
0.9,21,36,229
0.9,21,37,339
0.9,21,38,225
0.9,21,39,305
0.9,21,40,291
0.9,21,41,597
0.9,21,42,553
0.9,21,43,399
0.9,21,44,330
0.9,21,45,211
0.9,22,1,314
0.9,22,2,448
0.9,22,3,246
0.9,22,4,702
0.9,22,5,505
0.9,22,6,968
0.9,22,7,154
0.9,22,8,475
0.9,22,9,366
0.9,22,10,765
0.9,22,11,1031
0.9,22,12,262
0.9,22,13,769
0.9,22,14,952
0.9,22,15,1279
0.9,22,16,225
0.9,22,17,537
0.9,22,18,163
0.9,22,19,433
0.9,22,20,154
0.9,22,21,1533
0.9,22,22,2941
0.9,22,23,303
0.9,22,24,707
0.9,22,25,1055
0.9,22,26,214
0.9,22,27,89
0.9,22,28,507
0.9,22,29,101
0.9,22,30,393
0.9,22,31,221
0.9,22,32,1024
0.9,22,33,1202
0.9,22,34,2514
0.9,22,35,711
0.9,22,36,453
0.9,22,37,467
0.9,22,38,265
0.9,22,39,391
0.9,22,40,355
0.9,22,41,625
0.9,22,42,489
0.9,22,43,332
0.9,22,44,321
0.9,22,45,215
0.9,23,1,257
0.9,23,2,580
0.9,23,3,387
0.9,23,4,774
0.9,23,5,693
0.9,23,6,443
0.9,23,7,121
0.9,23,8,533
0.9,23,9,336
0.9,23,10,891
0.9,23,11,622
0.9,23,12,259
0.9,23,13,370
0.9,23,14,819
0.9,23,15,590
0.9,23,16,468
0.9,23,17,878
0.9,23,18,1013
0.9,23,19,1401
0.9,23,20,612
0.9,23,21,515
0.9,23,22,243
0.9,23,23,3745
0.9,23,24,1061
0.9,23,25,3656
0.9,23,26,236
0.9,23,27,101
0.9,23,28,446
0.9,23,29,75
0.9,23,30,273
0.9,23,31,176
0.9,23,32,567
0.9,23,33,216
0.9,23,34,473
0.9,23,35,255
0.9,23,36,250
0.9,23,37,361
0.9,23,38,333
0.9,23,39,753
0.9,23,40,775
0.9,23,41,2949
0.9,23,42,2257
0.9,23,43,800
0.9,23,44,516
0.9,23,45,257
0.9,24,1,249
0.9,24,2,423
0.9,24,3,266
0.9,24,4,593
0.9,24,5,498
0.9,24,6,472
0.9,24,7,118
0.9,24,8,482
0.9,24,9,315
0.9,24,10,3890
0.9,24,11,1631
0.9,24,12,601
0.9,24,13,1292
0.9,24,14,853
0.9,24,15,1555
0.9,24,16,330
0.9,24,17,843
0.9,24,18,378
0.9,24,19,629
0.9,24,20,292
0.9,24,21,619
0.9,24,22,450
0.9,24,23,755
0.9,24,24,5770
0.9,24,25,4575
0.9,24,26,245
0.9,24,27,94
0.9,24,28,432
0.9,24,29,90
0.9,24,30,300
0.9,24,31,183
0.9,24,32,541
0.9,24,33,338
0.9,24,34,978
0.9,24,35,485
0.9,24,36,464
0.9,24,37,705
0.9,24,38,953
0.9,24,39,1981
0.9,24,40,1277
0.9,24,41,2205
0.9,24,42,852
0.9,24,43,485
0.9,24,44,389
0.9,24,45,210
0.9,25,1,484
0.9,25,2,968
0.9,25,3,599
0.9,25,4,1575
0.9,25,5,1112
0.9,25,6,835
0.9,25,7,218
0.9,25,8,990
0.9,25,9,637
0.9,25,10,3143
0.9,25,11,1885
0.9,25,12,646
0.9,25,13,1503
0.9,25,14,2498
0.9,25,15,2118
0.9,25,16,869
0.9,25,17,2812
0.9,25,18,878
0.9,25,19,1811
0.9,25,20,686
0.9,25,21,1216
0.9,25,22,747
0.9,25,23,2665
0.9,25,24,4693
0.9,25,25,15813
0.9,25,26,388
0.9,25,27,183
0.9,25,28,816
0.9,25,29,137
0.9,25,30,584
0.9,25,31,321
0.9,25,32,1112
0.9,25,33,494
0.9,25,34,1457
0.9,25,35,673
0.9,25,36,624
0.9,25,37,853
0.9,25,38,957
0.9,25,39,2128
0.9,25,40,1696
0.9,25,41,4462
0.9,25,42,2306
0.9,25,43,1147
0.9,25,44,810
0.9,25,45,458
0.9,26,1,589
0.9,26,2,1283
0.9,26,3,472
0.9,26,4,488
0.9,26,5,600
0.9,26,6,421
0.9,26,7,508
0.9,26,8,6002
0.9,26,9,1395
0.9,26,10,382
0.9,26,11,428
0.9,26,12,151
0.9,26,13,167
0.9,26,14,293
0.9,26,15,273
0.9,26,16,134
0.9,26,17,211
0.9,26,18,185
0.9,26,19,408
0.9,26,20,187
0.9,26,21,292
0.9,26,22,182
0.9,26,23,230
0.9,26,24,318
0.9,26,25,607
0.9,26,26,8012
0.9,26,27,1657
0.9,26,28,4291
0.9,26,29,204
0.9,26,30,1083
0.9,26,31,468
0.9,26,32,780
0.9,26,33,237
0.9,26,34,382
0.9,26,35,233
0.9,26,36,207
0.9,26,37,321
0.9,26,38,187
0.9,26,39,300
0.9,26,40,352
0.9,26,41,606
0.9,26,42,572
0.9,26,43,646
0.9,26,44,1258
0.9,26,45,1628
0.9,27,1,215
0.9,27,2,369
0.9,27,3,146
0.9,27,4,171
0.9,27,5,248
0.9,27,6,148
0.9,27,7,193
0.9,27,8,1571
0.9,27,9,479
0.9,27,10,136
0.9,27,11,181
0.9,27,12,58
0.9,27,13,100
0.9,27,14,128
0.9,27,15,115
0.9,27,16,56
0.9,27,17,85
0.9,27,18,75
0.9,27,19,148
0.9,27,20,65
0.9,27,21,119
0.9,27,22,87
0.9,27,23,92
0.9,27,24,139
0.9,27,25,232
0.9,27,26,1559
0.9,27,27,2728
0.9,27,28,3027
0.9,27,29,115
0.9,27,30,547
0.9,27,31,185
0.9,27,32,311
0.9,27,33,87
0.9,27,34,156
0.9,27,35,78
0.9,27,36,97
0.9,27,37,135
0.9,27,38,71
0.9,27,39,132
0.9,27,40,126
0.9,27,41,248
0.9,27,42,221
0.9,27,43,228
0.9,27,44,336
0.9,27,45,350
0.9,28,1,1104
0.9,28,2,1918
0.9,28,3,733
0.9,28,4,985
0.9,28,5,1117
0.9,28,6,856
0.9,28,7,1484
0.9,28,8,9534
0.9,28,9,2492
0.9,28,10,770
0.9,28,11,821
0.9,28,12,262
0.9,28,13,389
0.9,28,14,679
0.9,28,15,477
0.9,28,16,247
0.9,28,17,430
0.9,28,18,325
0.9,28,19,703
0.9,28,20,315
0.9,28,21,567
0.9,28,22,404
0.9,28,23,440
0.9,28,24,593
0.9,28,25,1105
0.9,28,26,4150
0.9,28,27,3106
0.9,28,28,23639
0.9,28,29,769
0.9,28,30,4621
0.9,28,31,1113
0.9,28,32,1594
0.9,28,33,444
0.9,28,34,677
0.9,28,35,442
0.9,28,36,417
0.9,28,37,627
0.9,28,38,333
0.9,28,39,515
0.9,28,40,553
0.9,28,41,1011
0.9,28,42,918
0.9,28,43,954
0.9,28,44,1486
0.9,28,45,1496
0.9,29,1,180
0.9,29,2,225
0.9,29,3,91
0.9,29,4,131
0.9,29,5,199
0.9,29,6,159
0.9,29,7,235
0.9,29,8,516
0.9,29,9,294
0.9,29,10,131
0.9,29,11,170
0.9,29,12,64
0.9,29,13,67
0.9,29,14,95
0.9,29,15,106
0.9,29,16,41
0.9,29,17,74
0.9,29,18,41
0.9,29,19,99
0.9,29,20,44
0.9,29,21,117
0.9,29,22,101
0.9,29,23,67
0.9,29,24,106
0.9,29,25,176
0.9,29,26,224
0.9,29,27,103
0.9,29,28,779
0.9,29,29,971
0.9,29,30,1336
0.9,29,31,224
0.9,29,32,361
0.9,29,33,112
0.9,29,34,132
0.9,29,35,78
0.9,29,36,73
0.9,29,37,136
0.9,29,38,58
0.9,29,39,90
0.9,29,40,75
0.9,29,41,168
0.9,29,42,154
0.9,29,43,131
0.9,29,44,160
0.9,29,45,123
0.9,30,1,667
0.9,30,2,809
0.9,30,3,313
0.9,30,4,494
0.9,30,5,648
0.9,30,6,547
0.9,30,7,1311
0.9,30,8,2441
0.9,30,9,1321
0.9,30,10,372
0.9,30,11,451
0.9,30,12,155
0.9,30,13,229
0.9,30,14,377
0.9,30,15,283
0.9,30,16,145
0.9,30,17,258
0.9,30,18,133
0.9,30,19,349
0.9,30,20,145
0.9,30,21,366
0.9,30,22,254
0.9,30,23,222
0.9,30,24,318
0.9,30,25,535
0.9,30,26,740
0.9,30,27,340
0.9,30,28,3964
0.9,30,29,1068
0.9,30,30,7167
0.9,30,31,1036
0.9,30,32,1267
0.9,30,33,296
0.9,30,34,416
0.9,30,35,217
0.9,30,36,239
0.9,30,37,310
0.9,30,38,164
0.9,30,39,241
0.9,30,40,277
0.9,30,41,495
0.9,30,42,459
0.9,30,43,428
0.9,30,44,571
0.9,30,45,511
0.9,31,1,842
0.9,31,2,741
0.9,31,3,263
0.9,31,4,460
0.9,31,5,654
0.9,31,6,517
0.9,31,7,952
0.9,31,8,1418
0.9,31,9,1596
0.9,31,10,270
0.9,31,11,288
0.9,31,12,96
0.9,31,13,143
0.9,31,14,258
0.9,31,15,185
0.9,31,16,132
0.9,31,17,154
0.9,31,18,120
0.9,31,19,268
0.9,31,20,117
0.9,31,21,294
0.9,31,22,193
0.9,31,23,174
0.9,31,24,203
0.9,31,25,378
0.9,31,26,397
0.9,31,27,148
0.9,31,28,1173
0.9,31,29,230
0.9,31,30,1339
0.9,31,31,2292
0.9,31,32,1433
0.9,31,33,227
0.9,31,34,279
0.9,31,35,161
0.9,31,36,148
0.9,31,37,189
0.9,31,38,104
0.9,31,39,189
0.9,31,40,162
0.9,31,41,382
0.9,31,42,344
0.9,31,43,328
0.9,31,44,422
0.9,31,45,377
0.9,32,1,936
0.9,32,2,819
0.9,32,3,374
0.9,32,4,1027
0.9,32,5,1145
0.9,32,6,1741
0.9,32,7,412
0.9,32,8,1068
0.9,32,9,871
0.9,32,10,450
0.9,32,11,543
0.9,32,12,158
0.9,32,13,327
0.9,32,14,766
0.9,32,15,447
0.9,32,16,260
0.9,32,17,345
0.9,32,18,165
0.9,32,19,475
0.9,32,20,179
0.9,32,21,722
0.9,32,22,481
0.9,32,23,269
0.9,32,24,390
0.9,32,25,732
0.9,32,26,339
0.9,32,27,111
0.9,32,28,880
0.9,32,29,211
0.9,32,30,829
0.9,32,31,833
0.9,32,32,5107
0.9,32,33,715
0.9,32,34,665
0.9,32,35,309
0.9,32,36,302
0.9,32,37,306
0.9,32,38,193
0.9,32,39,265
0.9,32,40,264
0.9,32,41,592
0.9,32,42,510
0.9,32,43,480
0.9,32,44,488
0.9,32,45,346
0.9,33,1,248
0.9,33,2,384
0.9,33,3,163
0.9,33,4,490
0.9,33,5,420
0.9,33,6,955
0.9,33,7,135
0.9,33,8,464
0.9,33,9,291
0.9,33,10,530
0.9,33,11,762
0.9,33,12,226
0.9,33,13,433
0.9,33,14,461
