rho,source,destination,count
0.2,31,17,136
0.2,31,18,103
0.2,31,19,290
0.2,31,20,116
0.2,31,21,252
0.2,31,22,174
0.2,31,23,125
0.2,31,24,205
0.2,31,25,351
0.2,31,26,369
0.2,31,27,153
0.2,31,28,1060
0.2,31,29,221
0.2,31,30,1223
0.2,31,31,3053
0.2,31,32,1372
0.2,31,33,204
0.2,31,34,256
0.2,31,35,115
0.2,31,36,119
0.2,31,37,160
0.2,31,38,88
0.2,31,39,161
0.2,31,40,161
0.2,31,41,292
0.2,31,42,303
0.2,31,43,311
0.2,31,44,378
0.2,31,45,335
0.2,32,1,874
0.2,32,2,843
0.2,32,3,345
0.2,32,4,980
0.2,32,5,1176
0.2,32,6,1882
0.2,32,7,345
0.2,32,8,955
0.2,32,9,857
0.2,32,10,395
0.2,32,11,498
0.2,32,12,128
0.2,32,13,292
0.2,32,14,643
0.2,32,15,415
0.2,32,16,218
0.2,32,17,324
0.2,32,18,146
0.2,32,19,477
0.2,32,20,190
0.2,32,21,708
0.2,32,22,477
0.2,32,23,251
0.2,32,24,341
0.2,32,25,636
0.2,32,26,344
0.2,32,27,128
0.2,32,28,868
0.2,32,29,172
0.2,32,30,821
0.2,32,31,834
0.2,32,32,6465
0.2,32,33,711
0.2,32,34,623
0.2,32,35,296
0.2,32,36,240
0.2,32,37,277
0.2,32,38,174
0.2,32,39,268
0.2,32,40,244
0.2,32,41,517
0.2,32,42,449
0.2,32,43,431
0.2,32,44,439
0.2,32,45,394
0.2,33,1,257
0.2,33,2,374
0.2,33,3,177
0.2,33,4,462
0.2,33,5,409
0.2,33,6,959
0.2,33,7,150
0.2,33,8,414
0.2,33,9,262
0.2,33,10,483
0.2,33,11,685
0.2,33,12,185
0.2,33,13,407
0.2,33,14,473
0.2,33,15,590
0.2,33,16,125
0.2,33,17,287
0.2,33,18,106
0.2,33,19,273
0.2,33,20,114
0.2,33,21,672
0.2,33,22,1205
0.2,33,23,211
0.2,33,24,431
0.2,33,25,605
0.2,33,26,196
0.2,33,27,87
0.2,33,28,412
0.2,33,29,93
0.2,33,30,369
0.2,33,31,201
0.2,33,32,1230
0.2,33,33,3190
0.2,33,34,1516
0.2,33,35,490
0.2,33,36,360
0.2,33,37,348
0.2,33,38,202
0.2,33,39,252
0.2,33,40,241
0.2,33,41,451
0.2,33,42,340
0.2,33,43,251
0.2,33,44,262
0.2,33,45,177
0.2,34,1,480
0.2,34,2,769
0.2,34,3,389
0.2,34,4,1095
0.2,34,5,860
0.2,34,6,1239
0.2,34,7,264
0.2,34,8,972
0.2,34,9,603
0.2,34,10,2313
0.2,34,11,4173
0.2,34,12,762
0.2,34,13,3658
0.2,34,14,1491
0.2,34,15,3113
0.2,34,16,410
0.2,34,17,984
0.2,34,18,292
0.2,34,19,751
0.2,34,20,339
0.2,34,21,1665
0.2,34,22,3014
0.2,34,23,578
0.2,34,24,1712
0.2,34,25,2306
0.2,34,26,422
0.2,34,27,171
0.2,34,28,923
0.2,34,29,196
0.2,34,30,656
0.2,34,31,384
0.2,34,32,1528
0.2,34,33,1836
0.2,34,34,14315
0.2,34,35,3545
0.2,34,36,1652
0.2,34,37,1330
0.2,34,38,666
0.2,34,39,997
0.2,34,40,802
0.2,34,41,1321
0.2,34,42,916
0.2,34,43,640
0.2,34,44,600
0.2,34,45,403
0.2,35,1,190
0.2,35,2,374
0.2,35,3,229
0.2,35,4,427
0.2,35,5,334
0.2,35,6,480
0.2,35,7,139
0.2,35,8,469
0.2,35,9,290
0.2,35,10,1245
0.2,35,11,3555
0.2,35,12,592
0.2,35,13,1054
0.2,35,14,484
0.2,35,15,836
0.2,35,16,149
0.2,35,17,345
0.2,35,18,140
0.2,35,19,305
0.2,35,20,130
0.2,35,21,536
0.2,35,22,729
0.2,35,23,293
0.2,35,24,788
0.2,35,25,937
0.2,35,26,206
0.2,35,27,106
0.2,35,28,487
0.2,35,29,89
0.2,35,30,309
0.2,35,31,193
0.2,35,32,593
0.2,35,33,555
0.2,35,34,3270
0.2,35,35,6611
0.2,35,36,2241
0.2,35,37,1245
0.2,35,38,482
0.2,35,39,500
0.2,35,40,445
0.2,35,41,683
0.2,35,42,457
0.2,35,43,302
0.2,35,44,315
0.2,35,45,203
0.2,36,1,92
0.2,36,2,141
0.2,36,3,71
0.2,36,4,162
0.2,36,5,130
0.2,36,6,171
0.2,36,7,53
0.2,36,8,219
0.2,36,9,116
0.2,36,10,526
0.2,36,11,1634
0.2,36,12,321
0.2,36,13,323
0.2,36,14,181
0.2,36,15,281
0.2,36,16,78
0.2,36,17,131
0.2,36,18,62
0.2,36,19,115
0.2,36,20,42
0.2,36,21,179
0.2,36,22,233
0.2,36,23,130
0.2,36,24,294
0.2,36,25,393
0.2,36,26,87
0.2,36,27,48
0.2,36,28,221
0.2,36,29,37
0.2,36,30,126
0.2,36,31,83
0.2,36,32,235
0.2,36,33,195
0.2,36,34,648
0.2,36,35,1223
0.2,36,36,4110
0.2,36,37,1041
0.2,36,38,271
0.2,36,39,250
0.2,36,40,210
0.2,36,41,310
0.2,36,42,185
0.2,36,43,141
0.2,36,44,130
0.2,36,45,75
0.2,37,1,281
0.2,37,2,411
0.2,37,3,269
0.2,37,4,424
0.2,37,5,411
0.2,37,6,446
0.2,37,7,154
0.2,37,8,590
0.2,37,9,365
0.2,37,10,1700
0.2,37,11,4541
0.2,37,12,1422
0.2,37,13,662
0.2,37,14,413
0.2,37,15,642
0.2,37,16,160
0.2,37,17,368
0.2,37,18,219
0.2,37,19,395
0.2,37,20,182
0.2,37,21,422
0.2,37,22,411
0.2,37,23,370
0.2,37,24,987
0.2,37,25,1220
0.2,37,26,310
0.2,37,27,105
0.2,37,28,579
0.2,37,29,114
0.2,37,30,398
0.2,37,31,202
0.2,37,32,579
0.2,37,33,397
0.2,37,34,1068
0.2,37,35,1228
0.2,37,36,2698
0.2,37,37,16935
0.2,37,38,1219
0.2,37,39,919
0.2,37,40,875
0.2,37,41,1070
0.2,37,42,519
0.2,37,43,375
0.2,37,44,366
0.2,37,45,276
0.2,38,1,94
0.2,38,2,209
0.2,38,3,96
0.2,38,4,204
0.2,38,5,192
0.2,38,6,178
0.2,38,7,60
0.2,38,8,229
0.2,38,9,151
0.2,38,10,1920
0.2,38,11,1205
0.2,38,12,1182
0.2,38,13,313
0.2,38,14,178
0.2,38,15,339
0.2,38,16,97
0.2,38,17,228
0.2,38,18,149
0.2,38,19,189
0.2,38,20,81
0.2,38,21,214
0.2,38,22,182
0.2,38,23,268
0.2,38,24,841
0.2,38,25,892
0.2,38,26,113
0.2,38,27,45
0.2,38,28,236
0.2,38,29,50
0.2,38,30,149
0.2,38,31,71
0.2,38,32,215
0.2,38,33,123
0.2,38,34,407
0.2,38,35,276
0.2,38,36,371
0.2,38,37,925
0.2,38,38,4285
0.2,38,39,1597
0.2,38,40,816
0.2,38,41,789
0.2,38,42,306
0.2,38,43,188
0.2,38,44,185
0.2,38,45,117
0.2,39,1,163
0.2,39,2,266
0.2,39,3,193
0.2,39,4,326
0.2,39,5,309
0.2,39,6,244
0.2,39,7,97
0.2,39,8,357
0.2,39,9,205
0.2,39,10,2089
0.2,39,11,989
0.2,39,12,516
0.2,39,13,382
0.2,39,14,422
0.2,39,15,479
0.2,39,16,164
0.2,39,17,330
0.2,39,18,250
0.2,39,19,357
0.2,39,20,183
0.2,39,21,297
0.2,39,22,205
0.2,39,23,474
0.2,39,24,1985
0.2,39,25,1849
0.2,39,26,162
0.2,39,27,70
0.2,39,28,319
0.2,39,29,44
0.2,39,30,195
0.2,39,31,96
0.2,39,32,365
0.2,39,33,196
0.2,39,34,506
0.2,39,35,303
0.2,39,36,320
0.2,39,37,591
0.2,39,38,1668
0.2,39,39,8266
0.2,39,40,2898
0.2,39,41,2253
0.2,39,42,632
0.2,39,43,355
0.2,39,44,276
0.2,39,45,181
0.2,40,1,143
0.2,40,2,270
0.2,40,3,162
0.2,40,4,287
0.2,40,5,266
0.2,40,6,233
0.2,40,7,74
0.2,40,8,336
0.2,40,9,207
0.2,40,10,1042
0.2,40,11,666
0.2,40,12,328
0.2,40,13,264
0.2,40,14,301
0.2,40,15,335
0.2,40,16,116
0.2,40,17,260
0.2,40,18,292
0.2,40,19,320
0.2,40,20,146
0.2,40,21,235
0.2,40,22,172
0.2,40,23,412
0.2,40,24,1082
0.2,40,25,1284
0.2,40,26,180
0.2,40,27,46
0.2,40,28,324
0.2,40,29,62
0.2,40,30,194
0.2,40,31,94
0.2,40,32,315
0.2,40,33,125
0.2,40,34,348
0.2,40,35,244
0.2,40,36,253
0.2,40,37,471
0.2,40,38,671
0.2,40,39,2890
0.2,40,40,7570
0.2,40,41,2939
0.2,40,42,599
0.2,40,43,326
0.2,40,44,272
0.2,40,45,175
0.2,41,1,274
0.2,41,2,575
0.2,41,3,387
0.2,41,4,671
0.2,41,5,596
0.2,41,6,394
0.2,41,7,144
0.2,41,8,619
0.2,41,9,310
0.2,41,10,1187
0.2,41,11,836
0.2,41,12,303
0.2,41,13,408
0.2,41,14,625
0.2,41,15,556
0.2,41,16,263
0.2,41,17,556
0.2,41,18,1262
0.2,41,19,809
0.2,41,20,512
0.2,41,21,409
0.2,41,22,265
0.2,41,23,1736
0.2,41,24,1462
0.2,41,25,3289
0.2,41,26,273
0.2,41,27,106
0.2,41,28,512
0.2,41,29,83
0.2,41,30,290
0.2,41,31,160
0.2,41,32,512
0.2,41,33,228
0.2,41,34,520
0.2,41,35,328
0.2,41,36,309
0.2,41,37,484
0.2,41,38,552
0.2,41,39,1808
0.2,41,40,2281
0.2,41,41,13007
0.2,41,42,1866
0.2,41,43,771
0.2,41,44,535
0.2,41,45,324
0.2,42,1,508
0.2,42,2,1175
0.2,42,3,1058
0.2,42,4,1555
0.2,42,5,1426
0.2,42,6,643
0.2,42,7,193
0.2,42,8,1009
0.2,42,9,633
0.2,42,10,1003
0.2,42,11,801
0.2,42,12,286
0.2,42,13,510
0.2,42,14,1400
0.2,42,15,669
0.2,42,16,691
0.2,42,17,964
0.2,42,18,2835
0.2,42,19,2939
0.2,42,20,2715
0.2,42,21,691
0.2,42,22,390
0.2,42,23,2313
0.2,42,24,1049
0.2,42,25,2848
0.2,42,26,424
0.2,42,27,166
0.2,42,28,804
0.2,42,29,117
0.2,42,30,519
0.2,42,31,318
0.2,42,32,896
0.2,42,33,309
0.2,42,34,736
0.2,42,35,323
0.2,42,36,336
0.2,42,37,444
0.2,42,38,368
0.2,42,39,816
0.2,42,40,868
0.2,42,41,3453
0.2,42,42,15493
0.2,42,43,3256
0.2,42,44,1263
0.2,42,45,653
0.2,43,1,324
0.2,43,2,1026
0.2,43,3,1288
0.2,43,4,588
0.2,43,5,805
0.2,43,6,265
0.2,43,7,126
0.2,43,8,610
0.2,43,9,416
0.2,43,10,281
0.2,43,11,267
0.2,43,12,102
0.2,43,13,150
0.2,43,14,340
0.2,43,15,241
0.2,43,16,213
0.2,43,17,238
0.2,43,18,358
0.2,43,19,886
0.2,43,20,784
0.2,43,21,251
0.2,43,22,158
0.2,43,23,373
0.2,43,24,310
0.2,43,25,654
0.2,43,26,271
0.2,43,27,99
0.2,43,28,435
0.2,43,29,64
0.2,43,30,283
0.2,43,31,184
0.2,43,32,420
0.2,43,33,126
0.2,43,34,229
0.2,43,35,114
0.2,43,36,129
0.2,43,37,188
0.2,43,38,152
0.2,43,39,281
0.2,43,40,271
0.2,43,41,759
0.2,43,42,1803
0.2,43,43,4750
0.2,43,44,1494
0.2,43,45,525
0.2,44,1,530
0.2,44,2,2045
0.2,44,3,911
0.2,44,4,532
0.2,44,5,744
0.2,44,6,357
0.2,44,7,188
0.2,44,8,1489
0.2,44,9,810
0.2,44,10,329
0.2,44,11,339
0.2,44,12,124
0.2,44,13,183
0.2,44,14,340
0.2,44,15,250
0.2,44,16,179
0.2,44,17,205
0.2,44,18,282
0.2,44,19,567
0.2,44,20,284
0.2,44,21,260
0.2,44,22,170
0.2,44,23,265
0.2,44,24,300
0.2,44,25,602
0.2,44,26,648
0.2,44,27,222
0.2,44,28,913
0.2,44,29,88
0.2,44,30,479
0.2,44,31,284
0.2,44,32,540
0.2,44,33,137
0.2,44,34,261
0.2,44,35,170
0.2,44,36,145
0.2,44,37,217
0.2,44,38,143
0.2,44,39,281
0.2,44,40,313
0.2,44,41,668
0.2,44,42,899
0.2,44,43,1634
0.2,44,44,8074
0.2,44,45,1926
0.2,45,1,724
0.2,45,2,2385
0.2,45,3,657
0.2,45,4,448
0.2,45,5,721
0.2,45,6,359
0.2,45,7,345
0.2,45,8,3620
0.2,45,9,1324
0.2,45,10,292
0.2,45,11,280
0.2,45,12,112
0.2,45,13,152
0.2,45,14,304
0.2,45,15,196
0.2,45,16,152
0.2,45,17,191
0.2,45,18,190
0.2,45,19,374
0.2,45,20,225
0.2,45,21,253
0.2,45,22,179
0.2,45,23,227
0.2,45,24,262
0.2,45,25,518
0.2,45,26,1375
0.2,45,27,277
0.2,45,28,1276
0.2,45,29,115
0.2,45,30,622
0.2,45,31,368
0.2,45,32,605
0.2,45,33,170
0.2,45,34,257
0.2,45,35,135
0.2,45,36,138
0.2,45,37,190
0.2,45,38,150
0.2,45,39,217
0.2,45,40,245
0.2,45,41,495
0.2,45,42,562
0.2,45,43,821
0.2,45,44,2658
0.2,45,45,5794
0.45,1,1,2933
0.45,1,2,2122
0.45,1,3,508
0.45,1,4,650
0.45,1,5,1359
0.45,1,6,575
0.45,1,7,405
0.45,1,8,1389
0.45,1,9,1995
0.45,1,10,238
0.45,1,11,298
0.45,1,12,101
0.45,1,13,149
0.45,1,14,316
0.45,1,15,206
0.45,1,16,172
0.45,1,17,153
0.45,1,18,137
0.45,1,19,393
0.45,1,20,195
0.45,1,21,307
0.45,1,22,190
0.45,1,23,215
0.45,1,24,236
0.45,1,25,479
0.45,1,26,409
0.45,1,27,124
0.45,1,28,832
0.45,1,29,123
0.45,1,30,591
0.45,1,31,745
0.45,1,32,1356
0.45,1,33,235
0.45,1,34,264
0.45,1,35,135
0.45,1,36,145
0.45,1,37,163
0.45,1,38,121
0.45,1,39,190
0.45,1,40,195
0.45,1,41,421
0.45,1,42,442
0.45,1,43,479
0.45,1,44,676
0.45,1,45,596
0.45,2,1,1737
0.45,2,2,6780
0.45,2,3,1497
0.45,2,4,934
0.45,2,5,1560
0.45,2,6,519
0.45,2,7,350
0.45,2,8,2107
0.45,2,9,1805
0.45,2,10,344
0.45,2,11,395
0.45,2,12,105
0.45,2,13,198
0.45,2,14,482
0.45,2,15,249
0.45,2,16,220
0.45,2,17,290
0.45,2,18,241
0.45,2,19,685
0.45,2,20,334
0.45,2,21,375
0.45,2,22,217
0.45,2,23,290
0.45,2,24,340
0.45,2,25,657
0.45,2,26,713
0.45,2,27,222
0.45,2,28,1073
0.45,2,29,114
0.45,2,30,675
0.45,2,31,494
0.45,2,32,918
0.45,2,33,188
0.45,2,34,355
0.45,2,35,178
0.45,2,36,181
0.45,2,37,247
0.45,2,38,145
0.45,2,39,251
0.45,2,40,237
0.45,2,41,630
0.45,2,42,830
0.45,2,43,1214
0.45,2,44,2232
0.45,2,45,1782
0.45,3,1,407
0.45,3,2,1509
0.45,3,3,2400
0.45,3,4,616
0.45,3,5,1176
0.45,3,6,260
0.45,3,7,105
0.45,3,8,484
0.45,3,9,418
0.45,3,10,189
0.45,3,11,209
0.45,3,12,71
0.45,3,13,110
0.45,3,14,301
0.45,3,15,183
0.45,3,16,153
0.45,3,17,169
0.45,3,18,172
0.45,3,19,705
0.45,3,20,330
0.45,3,21,215
0.45,3,22,121
0.45,3,23,224
0.45,3,24,195
0.45,3,25,448
0.45,3,26,204
0.45,3,27,85
0.45,3,28,358
0.45,3,29,47
0.45,3,30,213
0.45,3,31,156
0.45,3,32,379
0.45,3,33,110
0.45,3,34,182
0.45,3,35,76
0.45,3,36,89
0.45,3,37,131
0.45,3,38,87
0.45,3,39,195
0.45,3,40,171
0.45,3,41,448
0.45,3,42,715
0.45,3,43,1421
0.45,3,44,899
0.45,3,45,426
0.45,4,1,891
0.45,4,2,1714
0.45,4,3,1153
0.45,4,4,10680
0.45,4,5,4963
0.45,4,6,2024
0.45,4,7,319
0.45,4,8,1301
0.45,4,9,924
0.45,4,10,834
0.45,4,11,807
0.45,4,12,281
0.45,4,13,601
0.45,4,14,3315
0.45,4,15,832
0.45,4,16,1720
0.45,4,17,1221
0.45,4,18,435
0.45,4,19,2722
0.45,4,20,794
0.45,4,21,1754
0.45,4,22,660
0.45,4,23,804
0.45,4,24,859
0.45,4,25,2087
0.45,4,26,454
0.45,4,27,159
0.45,4,28,927
0.45,4,29,144
0.45,4,30,737
0.45,4,31,490
0.45,4,32,2168
0.45,4,33,505
0.45,4,34,879
0.45,4,35,401
0.45,4,36,378
0.45,4,37,406
0.45,4,38,283
0.45,4,39,602
0.45,4,40,508
0.45,4,41,1349
0.45,4,42,1653
0.45,4,43,1380
0.45,4,44,1046
0.45,4,45,575
0.45,5,1,1095
0.45,5,2,1744
0.45,5,3,1177
0.45,5,4,2949
0.45,5,5,5296
0.45,5,6,933
0.45,5,7,234
0.45,5,8,965
0.45,5,9,763
0.45,5,10,407
0.45,5,11,466
0.45,5,12,133
0.45,5,13,230
0.45,5,14,849
0.45,5,15,389
0.45,5,16,435
0.45,5,17,444
0.45,5,18,270
0.45,5,19,1424
0.45,5,20,503
0.45,5,21,579
0.45,5,22,307
0.45,5,23,351
0.45,5,24,389
0.45,5,25,862
0.45,5,26,354
0.45,5,27,130
0.45,5,28,677
0.45,5,29,132
0.45,5,30,489
0.45,5,31,396
0.45,5,32,1336
0.45,5,33,270
0.45,5,34,397
0.45,5,35,184
0.45,5,36,182
0.45,5,37,218
0.45,5,38,159
0.45,5,39,268
0.45,5,40,235
0.45,5,41,724
0.45,5,42,987
0.45,5,43,997
0.45,5,44,742
0.45,5,45,500
0.45,6,1,530
0.45,6,2,562
0.45,6,3,347
0.45,6,4,1355
0.45,6,5,1027
0.45,6,6,3985
0.45,6,7,215
0.45,6,8,654
0.45,6,9,520
0.45,6,10,441
0.45,6,11,503
0.45,6,12,151
0.45,6,13,322
0.45,6,14,897
0.45,6,15,529
0.45,6,16,312
0.45,6,17,416
0.45,6,18,156
0.45,6,19,515
0.45,6,20,191
0.45,6,21,1437
0.45,6,22,650
0.45,6,23,271
0.45,6,24,421
0.45,6,25,811
0.45,6,26,225
0.45,6,27,120
0.45,6,28,591
0.45,6,29,121
0.45,6,30,492
0.45,6,31,367
0.45,6,32,2446
0.45,6,33,828
0.45,6,34,689
0.45,6,35,293
0.45,6,36,252
0.45,6,37,286
0.45,6,38,184
0.45,6,39,268
0.45,6,40,270
0.45,6,41,541
0.45,6,42,483
0.45,6,43,403
0.45,6,44,415
0.45,6,45,268
0.45,7,1,384
0.45,7,2,432
0.45,7,3,146
0.45,7,4,212
0.45,7,5,291
0.45,7,6,256
0.45,7,7,1768
0.45,7,8,1399
0.45,7,9,1067
0.45,7,10,142
0.45,7,11,170
0.45,7,12,48
0.45,7,13,89
0.45,7,14,158
0.45,7,15,113
0.45,7,16,54
0.45,7,17,86
0.45,7,18,48
0.45,7,19,155
0.45,7,20,72
0.45,7,21,137
0.45,7,22,102
0.45,7,23,85
0.45,7,24,132
0.45,7,25,194
0.45,7,26,322
0.45,7,27,136
0.45,7,28,1305
0.45,7,29,193
0.45,7,30,1452
0.45,7,31,874
0.45,7,32,523
0.45,7,33,102
0.45,7,34,142
0.45,7,35,90
0.45,7,36,74
0.45,7,37,116
0.45,7,38,58
0.45,7,39,80
0.45,7,40,95
0.45,7,41,202
0.45,7,42,181
0.45,7,43,194
0.45,7,44,274
0.45,11,22,536
0.45,11,23,350
0.45,11,24,1293
0.45,11,25,1423
0.45,11,26,206
0.45,11,27,104
0.45,11,28,497
0.45,11,29,104
0.45,11,30,337
0.45,11,31,188
0.45,11,32,618
0.45,11,33,404
0.45,11,34,1982
0.45,11,35,1868
0.45,11,36,1898
0.45,11,37,2347
0.45,11,38,844
0.45,11,39,891
0.45,11,40,653
0.45,11,41,1001
0.45,11,42,564
0.45,11,43,368
0.45,11,44,324
0.45,11,45,211
0.45,12,1,59
0.45,12,2,107
0.45,12,3,67
0.45,12,4,129
0.45,12,5,105
0.45,12,6,100
0.45,12,7,28
0.45,12,8,149
0.45,12,9,72
0.45,12,10,1311
0.45,12,11,1572
0.45,12,12,1932
0.45,12,13,307
0.45,12,14,135
0.45,12,15,250
0.45,12,16,73
0.45,12,17,94
0.45,12,18,77
0.45,12,19,129
0.45,12,20,52
0.45,12,21,135
0.45,12,22,161
0.45,12,23,121
0.45,12,24,523
0.45,12,25,476
0.45,12,26,79
0.45,12,27,36
0.45,12,28,134
0.45,12,29,32
0.45,12,30,90
0.45,12,31,40
0.45,12,32,169
0.45,12,33,110
0.45,12,34,311
0.45,12,35,300
0.45,12,36,333
0.45,12,37,816
0.45,12,38,775
0.45,12,39,453
0.45,12,40,295
0.45,12,41,337
0.45,12,42,164
0.45,12,43,105
0.45,12,44,94
0.45,12,45,60
0.45,13,1,195
0.45,13,2,413
0.45,13,3,197
0.45,13,4,696
0.45,13,5,469
0.45,13,6,497
0.45,13,7,130
0.45,13,8,495
0.45,13,9,294
0.45,13,10,2689
0.45,13,11,3248
0.45,13,12,556
0.45,13,13,8082
0.45,13,14,1310
0.45,13,15,3272
0.45,13,16,270
0.45,13,17,780
0.45,13,18,181
0.45,13,19,474
0.45,13,20,207
0.45,13,21,757
0.45,13,22,733
0.45,13,23,379
0.45,13,24,1994
0.45,13,25,2051
0.45,13,26,179
0.45,13,27,88
0.45,13,28,395
0.45,13,29,66
0.45,13,30,308
0.45,13,31,162
0.45,13,32,624
0.45,13,33,389
0.45,13,34,3103
0.45,13,35,950
0.45,13,36,663
0.45,13,37,624
0.45,13,38,489
0.45,13,39,744
0.45,13,40,485
0.45,13,41,916
0.45,13,42,557
0.45,13,43,365
0.45,13,44,295
0.45,13,45,168
0.45,14,1,2551
0.45,14,2,5628
0.45,14,3,3213
0.45,14,4,22899
0.45,14,5,9798
0.45,14,6,7514
0.45,14,7,1142
0.45,14,8,6713
0.45,14,9,3708
0.45,14,10,7931
0.45,14,11,6925
0.45,14,12,1504
0.45,14,13,8773
0.45,14,14,44284
0.45,14,15,10470
0.45,14,16,14753
0.45,14,17,24201
0.45,14,18,2186
0.45,14,19,9992
0.45,14,20,4582
0.45,14,21,20085
0.45,14,22,5021
0.45,14,23,5129
0.45,14,24,7295
0.45,14,25,22725
0.45,14,26,1561
0.45,14,27,826
0.45,14,28,4550
0.45,14,29,824
0.45,14,30,3271
0.45,14,31,1674
0.45,14,32,9079
0.45,14,33,3032
0.45,14,34,8889
0.45,14,35,2658
0.45,14,36,2608
0.45,14,37,2077
0.45,14,38,1758
0.45,14,39,4376
0.45,14,40,2924
0.45,14,41,9043
0.45,14,42,10125
0.45,14,43,5188
0.45,14,44,3790
0.45,14,45,2096
0.45,15,1,246
0.45,15,2,411
0.45,15,3,253
0.45,15,4,752
0.45,15,5,549
0.45,15,6,618
0.45,15,7,125
0.45,15,8,504
0.45,15,9,280
0.45,15,10,1606
0.45,15,11,1504
0.45,15,12,382
0.45,15,13,2404
0.45,15,14,1443
0.45,15,15,5497
0.45,15,16,339
0.45,15,17,1361
0.45,15,18,205
0.45,15,19,592
0.45,15,20,199
0.45,15,21,1313
0.45,15,22,1107
0.45,15,23,466
0.45,15,24,1715
0.45,15,25,2309
0.45,15,26,182
0.45,15,27,107
0.45,15,28,420
0.45,15,29,101
0.45,15,30,332
0.45,15,31,185
0.45,15,32,683
0.45,15,33,511
0.45,15,34,2265
0.45,15,35,650
0.45,15,36,497
0.45,15,37,520
0.45,15,38,420
0.45,15,39,626
0.45,15,40,481
0.45,15,41,914
0.45,15,42,605
0.45,15,43,400
0.45,15,44,337
0.45,15,45,214
0.45,16,1,141
0.45,16,2,285
0.45,16,3,230
0.45,16,4,1374
0.45,16,5,488
0.45,16,6,289
0.45,16,7,54
0.45,16,8,229
0.45,16,9,169
0.45,16,10,255
0.45,16,11,241
0.45,16,12,61
0.45,16,13,166
0.45,16,14,1388
0.45,16,15,265
0.45,16,16,1185
0.45,16,17,614
0.45,16,18,142
0.45,16,19,957
0.45,16,20,213
0.45,16,21,412
0.45,16,22,181
0.45,16,23,326
0.45,16,24,286
0.45,16,25,806
0.45,16,26,72
0.45,16,27,39
0.45,16,28,179
0.45,16,29,34
0.45,16,30,155
0.45,16,31,96
0.45,16,32,312
0.45,16,33,107
0.45,16,34,230
0.45,16,35,94
0.45,16,36,76
0.45,16,37,122
0.45,16,38,102
0.45,16,39,179
0.45,16,40,144
0.45,16,41,386
0.45,16,42,534
0.45,16,43,299
0.45,16,44,200
0.45,16,45,108
0.45,17,1,201
0.45,17,2,373
0.45,17,3,228
0.45,17,4,958
0.45,17,5,488
0.45,17,6,454
0.45,17,7,100
0.45,17,8,368
0.45,17,9,244
0.45,17,10,762
0.45,17,11,584
0.45,17,12,188
0.45,17,13,536
0.45,17,14,2603
0.45,17,15,1213
0.45,17,16,682
0.45,17,17,3301
0.45,17,18,238
0.45,17,19,856
0.45,17,20,263
0.45,17,21,800
0.45,17,22,386
0.45,17,23,656
0.45,17,24,923
0.45,17,25,2926
0.45,17,26,150
0.45,17,27,65
0.45,17,28,312
0.45,17,29,52
0.45,17,30,224
0.45,17,31,128
0.45,17,32,526
0.45,17,33,266
0.45,17,34,632
0.45,17,35,223
0.45,17,36,197
0.45,17,37,295
0.45,17,38,225
0.45,17,39,432
0.45,17,40,341
0.45,17,41,806
0.45,17,42,708
0.45,17,43,377
0.45,17,44,296
0.45,17,45,165
0.45,18,1,137
0.45,18,2,322
0.45,18,3,236
0.45,18,4,310
0.45,18,5,316
0.45,18,6,187
0.45,18,7,56
0.45,18,8,280
0.45,18,9,173
0.45,18,10,328
0.45,18,11,263
0.45,18,12,105
0.45,18,13,127
0.45,18,14,241
0.45,18,15,228
0.45,18,16,150
0.45,18,17,254
0.45,18,18,2124
0.45,18,19,512
0.45,18,20,376
0.45,18,21,186
0.45,18,22,102
0.45,18,23,816
0.45,18,24,359
0.45,18,25,868
0.45,18,26,142
0.45,18,27,49
0.45,18,28,210
0.45,18,29,33
0.45,18,30,136
0.45,18,31,94
0.45,18,32,224
0.45,18,33,90
0.45,18,34,190
0.45,18,35,102
0.45,18,36,108
0.45,18,37,162
0.45,18,38,142
0.45,18,39,309
0.45,18,40,353
0.45,18,41,1870
0.45,18,42,2321
0.45,18,43,598
0.45,18,44,347
0.45,18,45,154
0.45,19,1,378
0.45,19,2,928
0.45,19,3,976
0.45,19,4,2072
0.45,19,5,1842
0.45,19,6,558
0.45,19,7,166
0.45,19,8,651
0.45,19,9,471
0.45,19,10,575
0.45,19,11,508
0.45,19,12,164
0.45,19,13,333
0.45,19,14,1192
0.45,19,15,496
0.45,19,16,952
0.45,19,17,892
0.45,19,18,493
0.45,19,19,5005
0.45,19,20,1448
0.45,19,21,596
0.45,19,22,268
0.45,19,23,1059
0.45,19,24,646
0.45,19,25,1911
0.45,19,26,271
0.45,19,27,113
0.45,19,28,497
0.45,19,29,77
0.45,19,30,356
0.45,19,31,204
0.45,19,32,692
0.45,19,33,258
0.45,19,34,459
0.45,19,35,222
0.45,19,36,214
0.45,19,37,303
0.45,19,38,215
0.45,19,39,474
0.45,19,40,384
0.45,19,41,1263
0.45,19,42,2277
0.45,19,43,1453
0.45,19,44,719
0.45,19,45,364
0.45,20,1,174
0.45,20,2,481
0.45,20,3,497
0.45,20,4,707
0.45,20,5,630
0.45,20,6,264
0.45,20,7,82
0.45,20,8,406
0.45,20,9,222
0.45,20,10,326
0.45,20,11,229
0.45,20,12,66
0.45,20,13,163
0.45,20,14,491
0.45,20,15,219
0.45,20,16,288
